accidentDay;district;streetName;accidentType;mainAccidentCause;totalParticipantsAmount;latitude;longitude;Count_Без ушкоджень;Count_Загинув;Count_Легко травмований;Count_Тяжко травмований;Is_Intersection;Year;Month;DayOfWeek;Hour;settlement_grouped;Simple_Type;Simple_Cause
п'ятниця;Шевченківський;Липинського В.;зіткнення лобове;порушення правил проїзду пішохідних переходів;2;49.864868;24.040993;1;0;1;0;0;2022;7;4;19;Львів;Зіткнення автомобілів;Порушення проїзду переходів
середа;Галицький;Городоцька;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування, порушення правил проїзду перехресть;2;49.843054;24.021022;1;0;1;0;0;2022;6;2;20;Львів;Наїзд на пішохода;Порушення маневрування
четвер;Франківський;Княгині Ольги;наїзд на інші види перешкод;порушення правил маневрування;1;49.824955;24.00848;0;0;1;0;0;2022;7;3;21;Львів;Наїзд на перешкоду;Порушення маневрування
четвер;Франківський;Наукова;зіткнення бокове;порушення правил маневрування;5;49.802621;24.011747;2;0;2;1;0;2022;6;3;20;Львів;Зіткнення автомобілів;Порушення маневрування
п'ятниця;Шевченківський;Торф'яна;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;49.861431;24.026595;1;0;1;0;0;2022;6;4;18;Львів;Наїзд на пішохода;Порушення проїзду переходів
неділя;Личаківський;Пекарська;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перевищення безпечної швидкості;2;49.836446;24.045934;1;0;1;0;0;2022;6;6;12;Львів;Наїзд на пішохода;Перевищення швидкості
неділя;Галицький;Університетська;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування;2;49.839954;24.022095;1;0;1;0;0;2022;6;6;19;Львів;Наїзд на пішохода;Порушення маневрування
вівторок;Личаківський;Галицька;зіткнення бокове;порушення правил маневрування;2;49.817794;24.130558;1;0;1;0;0;2022;7;1;19;Передмістя;Зіткнення автомобілів;Порушення маневрування
вівторок;Сихівський;Червоної Калини, просп.;зіткнення бокове;недодержання дистанції;2;49.810227;24.046605;1;0;1;0;0;2022;7;1;23;Львів;Зіткнення автомобілів;Недотримання дистанції
понеділок;Личаківський;Центнерівка;наїзд на пішохода - пішохід рухався у попутному напрямку;невиконання вимог сигналів регулювання, недодержання дистанції;2;49.834252;24.062449;1;0;1;0;0;2022;7;0;17;Львів;Наїзд на пішохода;Недотримання дистанції
середа;Франківський;Кульпарківська;зіткнення бокове;порушення правил проїзду перехресть;2;49.825366;23.989811;1;0;0;1;0;2022;7;2;12;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
понеділок;Галицький;Шпитальна;зіткнення бокове;перевищення безпечної швидкості;3;49.845282;24.020319;2;0;1;0;0;2022;7;0;21;Львів;Зіткнення автомобілів;Перевищення швидкості
п'ятниця;Франківський;Княгині Ольги;наїзд на пішохода - на нерегульованому пішохідному переході;недодержання дистанції;2;49.823583;24.006948;1;0;1;0;0;2022;7;4;16;Львів;Наїзд на пішохода;Недотримання дистанції
субота;Франківський;Кульпарківська;наїзд на пішохода - пішохід рухався у попутному напрямку;невиконання вимог сигналів регулювання;2;49.802763;23.980708;1;0;1;0;0;2022;7;5;22;Львів;Наїзд на пішохода;Інше
четвер;Галицький;Озаркевича Є.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;невиконання вимог сигналів регулювання;2;49.839317;24.011276;1;0;1;0;0;2022;7;3;13;Львів;Наїзд на пішохода;Інше
п'ятниця;Личаківський;Пасічна;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування;2;49.832132;24.067011;1;0;1;0;0;2022;7;4;20;Львів;Наїзд на пішохода;Порушення маневрування
субота;Сихівський;Зелена;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;49.806583;24.06252;1;0;1;0;0;2022;6;5;15;Львів;Наїзд на пішохода;Порушення проїзду переходів
середа;Галицький;Бандери С.;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування, невиконання вимог сигналів регулювання, перевищення безпечної швидкості;2;49.834723;24.016757;1;0;1;0;0;2022;6;2;10;Львів;Наїзд на пішохода;Порушення маневрування
четвер;Залізничний;Виговського І.;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;недодержання дистанції;2;49.81322;23.9771;1;0;1;0;0;2022;6;3;17;Львів;Наїзд на велосипедиста;Недотримання дистанції
понеділок;Галицький;Зелена;наїзд на дорожний знак, бордюрний камінь;перевищення безпечної швидкості;1;49.824633;24.049748;0;0;1;0;0;2022;7;0;5;Львів;Наїзд на перешкоду;Перевищення швидкості
четвер;Залізничний;Городоцька;зіткнення бокове;порушення правил проїзду перехресть;2;49.830398;23.97242;1;0;1;0;0;2022;7;3;16;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
четвер;Залізничний;Кульпарківська;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;49.80502;23.981196;1;0;1;0;0;2022;6;3;10;Львів;Наїзд на велосипедиста;Порушення маневрування
вівторок;Шевченківський;Замарстинівська;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;49.861247;24.026729;1;0;1;0;0;2022;6;1;19;Львів;Наїзд на пішохода;Порушення проїзду переходів
четвер;Залізничний;Широка;наїзд на транспортний засіб, що стоїть - по ходу руху;перевищення безпечної швидкості;2;49.841812;23.971822;1;0;1;0;0;2022;7;3;18;Львів;Інше;Перевищення швидкості
вівторок;Сихівський;Морозна;наїзд на пішохода - стояв на проїздній частині;перевищення безпечної швидкості, недодержання дистанції;2;49.796582;24.069757;1;0;1;0;0;2022;7;1;19;Львів;Наїзд на пішохода;Перевищення швидкості
вівторок;Франківський;Кульпарківська;наїзд на дорожний знак, бордюрний камінь;порушення правил маневрування;2;49.802358;23.980558;1;0;1;0;0;2022;7;1;12;Львів;Наїзд на перешкоду;Порушення маневрування
субота;Сихівський;Червоної Калини, просп.;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування;2;49.791921;24.058444;1;0;1;0;0;2022;6;5;18;Львів;Наїзд на пішохода;Порушення маневрування
вівторок;Залізничний;Городоцька;зіткнення бокове;порушення правил проїзду перехресть;2;49.826813;23.947604;1;0;1;0;0;2022;7;1;8;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
субота;Шевченківський;Шевченка Т.;зіткнення бокове;порушення правил маневрування, порушення правил проїзду перехресть;2;49.871714;23.951075;1;0;1;0;0;2022;7;5;15;Львів;Зіткнення автомобілів;Порушення маневрування
четвер;Франківський;Городоцька;зіткнення бокове;порушення правил маневрування;3;49.833222;23.98287;2;0;1;0;0;2022;7;3;19;Львів;Зіткнення автомобілів;Порушення маневрування
середа;Шевченківський;Хмельницького Б.;зіткнення бокове;порушення правил маневрування;2;49.86179;24.050462;1;0;0;1;0;2022;7;2;10;Львів;Зіткнення автомобілів;Порушення маневрування
п'ятниця;Шевченківський;Миру;зіткнення бокове;порушення правил проїзду перехресть;2;49.911665;24.052656;1;0;1;0;0;2022;7;4;8;Передмістя;Зіткнення автомобілів;Порушення проїзду перехресть
четвер;Шевченківський;Сухомлинського;наїзд на інші види перешкод;порушення правил маневрування;1;49.902019;23.942776;0;0;1;0;0;2022;7;3;13;Передмістя;Наїзд на перешкоду;Порушення маневрування
п'ятниця;Личаківський;Теребовлянська;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості, порушення правил маневрування;2;49.857246;24.054426;1;0;1;0;0;2022;7;4;17;Львів;Наїзд на пішохода;Порушення маневрування
понеділок;Сихівський;Хортицька;зіткнення бокове;недодержання дистанції;2;49.798795;24.036949;0;0;2;0;0;2022;6;0;19;Львів;Зіткнення автомобілів;Недотримання дистанції
понеділок;Франківський;Стрийська;наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен мобільного зв'язку, тощо);недодержання дистанції, перевищення безпечної швидкості;1;49.79563;24.016408;0;0;1;0;0;2022;7;0;11;Львів;Інше;Перевищення швидкості
середа;Шевченківський;Липинського В.;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;порушення правил маневрування;2;49.863253;24.032292;1;1;0;0;0;2022;7;2;20;Львів;Наїзд на пішохода;Порушення маневрування
п'ятниця;Шевченківський;Липинського В.;падіння пасажира;порушення правил перевезення пасажирів;2;49.865186;24.04374;1;0;1;0;0;2022;6;4;22;Львів;Падіння пасажира;Інше
субота;Франківський;Симоненка В.;зіткнення бокове;порушення правил маневрування;3;49.809327;23.988165;2;0;1;0;0;2022;6;5;12;Львів;Зіткнення автомобілів;Порушення маневрування
п'ятниця;Шевченківський;Окуневського Т.;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;49.8562919;24.0194899;1;0;1;0;0;2022;4;4;21;Львів;Наїзд на пішохода;Порушення проїзду переходів
неділя;Шевченківський;Грінченка Б.;зіткнення бокове;порушення правил проїзду перехресть;4;49.869532;24.056979;2;0;2;0;0;2022;6;6;16;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
понеділок;Галицький;Під Дубом;зіткнення бокове;невиконання вимог сигналів регулювання, порушення правил проїзду перехресть;2;49.850516;24.022754;0;0;2;0;0;2022;6;0;15;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
вівторок;Сихівський;Зелена;зіткнення бокове;порушення правил маневрування;2;49.79778;24.071973;1;0;0;1;0;2022;6;1;19;Львів;Зіткнення автомобілів;Порушення маневрування
четвер;Сихівський;Святого Івана Павла ІІ, просп.;зіткнення бокове;порушення правил проїзду пішохідних переходів;3;49.801627;24.020416;1;0;2;0;0;2022;7;3;10;Львів;Зіткнення автомобілів;Порушення проїзду переходів
вівторок;Шевченківський;Дублянська;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.911392;24.05389;1;0;1;0;0;2022;6;1;21;Передмістя;Наїзд на пішохода;Порушення маневрування
четвер;Шевченківський;Липинського В.;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування;2;49.861987;24.028977;1;0;1;0;0;2022;7;3;13;Львів;Наїзд на пішохода;Порушення маневрування
субота;Франківський;Княгині Ольги;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;49.805575;23.998282;1;0;0;1;0;2022;6;5;15;Львів;Наїзд на пішохода;Порушення маневрування
понеділок;Франківський;Бандери С.;наїзд на пішохода - на нерегульованому пішохідному переході;перевищення безпечної швидкості;2;49.834682;24.012251;1;0;0;1;0;2022;6;0;10;Львів;Наїзд на пішохода;Перевищення швидкості
вівторок;Залізничний;Мазепи І.;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;порушення правил маневрування;2;49.835059;23.891106;1;0;0;1;0;2022;6;1;18;Передмістя;Наїзд на пішохода;Порушення маневрування
субота;Личаківський;Поліська;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування;2;49.874618;24.063937;1;0;1;0;0;2022;7;5;13;Львів;Наїзд на пішохода;Порушення маневрування
четвер;Залізничний;Городоцька;зіткнення бокове;порушення правил маневрування;3;49.83082;23.969089;2;0;1;0;0;2022;7;3;13;Львів;Зіткнення автомобілів;Порушення маневрування
понеділок;Галицький;Стрийська;зіткнення бокове;перевищення безпечної швидкості, недодержання дистанції;4;49.81859;24.02018;2;0;2;0;0;2022;6;0;17;Львів;Зіткнення автомобілів;Перевищення швидкості
субота;Сихівський;Сихівська;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування;2;49.794782;24.064575;1;0;1;0;0;2022;7;5;15;Львів;Наїзд на пішохода;Порушення маневрування
четвер;Франківський;Кульпарківська;зіткнення бокове;невиконання вимог сигналів регулювання;3;49.825394;23.989801;1;0;1;1;0;2022;6;3;22;Львів;Зіткнення автомобілів;Інше
вівторок;Залізничний;Левандівська;зіткнення бокове;перевищення безпечної швидкості, недодержання дистанції;2;49.846206;23.988637;1;0;1;0;0;2022;6;1;11;Львів;Зіткнення автомобілів;Перевищення швидкості
субота;Франківський;Аркаса М.;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості;2;49.81471;24.006672;1;0;1;0;0;2022;7;5;12;Львів;Наїзд на пішохода;Перевищення швидкості
вівторок;Галицький;Городоцька;зіткнення бокове;порушення правил маневрування;2;49.844403;24.025152;1;0;1;0;0;2022;6;1;14;Львів;Зіткнення автомобілів;Порушення маневрування
неділя;Галицький;Дорошенка П.;наїзд на пішохода - стояв на проїздній частині;порушення правил маневрування;2;49.840363;24.027502;1;0;1;0;0;2022;7;6;15;Львів;Наїзд на пішохода;Порушення маневрування
вівторок;Шевченківський;Київська;зіткнення бокове;перевищення безпечної швидкості, недодержання дистанції;6;49.886174;24.078684;0;0;4;2;0;2022;6;1;14;Передмістя;Зіткнення автомобілів;Перевищення швидкості
неділя;Галицький;Листопадового Чину;наїзд на опори (леп, телефонних та телеграфних ліній, рекламоносіїв, щогли антен мобільного зв'язку, тощо);порушення правил маневрування;1;49.837882;24.015647;0;0;1;0;0;2022;6;6;21;Львів;Інше;Порушення маневрування
четвер;Личаківський;Хмельницького Б.;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;49.874874;24.061636;1;0;1;0;0;2022;6;3;11;Львів;Наїзд на пішохода;Порушення маневрування
п'ятниця;Сихівський;Сихівська;наїзд на інші види перешкод;порушення правил маневрування;1;49.79474;24.065037;0;0;1;0;0;2022;6;4;19;Львів;Наїзд на перешкоду;Порушення маневрування
четвер;Франківський;Княгині Ольги;зіткнення бокове;перевищення безпечної швидкості, недодержання дистанції;6;49.828799;24.012637;3;0;3;0;0;2022;6;3;10;Львів;Зіткнення автомобілів;Перевищення швидкості
четвер;Шевченківський;Київська;зіткнення бокове;порушення правил маневрування;2;49.883737;24.075208;1;0;1;0;0;2022;6;3;18;Передмістя;Зіткнення автомобілів;Порушення маневрування
п'ятниця;Сихівський;Гориня М.;наїзд на пішохода - стояв на проїздній частині;порушення правил маневрування;2;49.788981;24.054104;1;0;1;0;0;2022;6;4;22;Львів;Наїзд на пішохода;Порушення маневрування
вівторок;Галицький;Шевченка Т., просп.;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування, перевищення безпечної швидкості, керування транспортним засобом у нетверезому стані;2;49.836723;24.031622;1;0;1;0;0;2022;6;1;18;Львів;Наїзд на пішохода;Порушення маневрування
субота;Залізничний;Залізнична;зіткнення бокове;перевищення безпечної швидкості, невиконання вимог сигналів регулювання;2;49.838168;24.001422;1;0;1;0;0;2022;6;5;23;Львів;Зіткнення автомобілів;Перевищення швидкості
четвер;Шевченківський;Чорновола В., просп.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування, керування транспортним засобом у нетверезому стані;2;49.863703;24.017755;1;0;0;1;0;2022;7;3;15;Львів;Наїзд на пішохода;Порушення маневрування
четвер;Галицький;Зернова;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;порушення правил маневрування;2;49.846318;24.02483;1;0;1;0;0;2022;7;3;14;Львів;Наїзд на пішохода;Порушення маневрування
п'ятниця;Сихівський;Зелена;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;49.80527;24.06263;1;0;0;1;0;2022;6;4;12;Львів;Наїзд на пішохода;Порушення маневрування
субота;Франківський;Кульпарківська;зіткнення бокове;перевищення безпечної швидкості, недодержання дистанції;3;49.814938;23.985676;2;0;1;0;0;2022;6;5;6;Львів;Зіткнення автомобілів;Перевищення швидкості
середа;Личаківський;Зелена;наїзд на інші види перешкод;перевищення безпечної швидкості;1;49.827097;24.043751;0;0;0;1;0;2022;7;2;19;Львів;Наїзд на перешкоду;Перевищення швидкості
понеділок;Шевченківський;Чорновола В., просп.;зіткнення бокове;перевищення безпечної швидкості;2;49.855154;24.022341;0;0;2;0;0;2022;7;0;8;Львів;Зіткнення автомобілів;Перевищення швидкості
четвер;Личаківський;Глинянський Тракт;зіткнення бокове;порушення правил маневрування;3;49.836938;24.073893;1;0;1;1;0;2022;6;3;7;Львів;Зіткнення автомобілів;Порушення маневрування
середа;Сихівський;Демнянська;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування;2;49.800373;24.027908;1;0;1;0;0;2022;6;2;10;Львів;Наїзд на пішохода;Порушення маневрування
понеділок;Залізничний;Городоцька;зіткнення бокове;порушення правил маневрування, перевищення безпечної швидкості, порушення правил проїзду перехресть;2;49.8225706;23.9242501;1;0;1;0;0;2022;6;0;8;Львів;Зіткнення автомобілів;Порушення маневрування
п'ятниця;Залізничний;Городоцька;зіткнення бокове;перевищення безпечної швидкості;2;49.821216;23.917854;1;0;0;1;0;2022;6;4;19;Львів;Зіткнення автомобілів;Перевищення швидкості
вівторок;Залізничний;Городоцька;наїзд на інші види перешкод;порушення правил маневрування;1;49.82527;23.91125;0;0;0;1;0;2022;6;1;15;Львів;Наїзд на перешкоду;Порушення маневрування
неділя;Франківський;Наукова;зіткнення бокове;порушення правил маневрування;2;49.803525;24.001189;1;0;1;0;0;2022;9;6;15;Львів;Зіткнення автомобілів;Порушення маневрування
субота;Личаківський;Галицька;зіткнення лобове;перевищення безпечної швидкості;5;49.817745;24.130558;1;0;4;0;0;2022;10;5;12;Передмістя;Зіткнення автомобілів;Перевищення швидкості
субота;Франківський;Стрийська;зіткнення бокове;невиконання вимог сигналів регулювання;2;49.819587;24.019686;1;0;1;0;0;2022;10;5;18;Львів;Зіткнення автомобілів;Інше
понеділок;Личаківський;Митна, пл.;падіння пасажира;порушення правил маневрування;2;49.839737;24.036289;1;0;1;0;0;2022;10;0;15;Львів;Падіння пасажира;Порушення маневрування
п'ятниця;Залізничний;Двірцева, пл.;наїзд на пішохода - стояв на проїздній частині;перехід у невстановленому місці;2;49.837568;24.000254;1;0;1;0;0;2022;9;4;17;Львів;Наїзд на пішохода;Інше
четвер;Шевченківський;Грінченка Б.;наїзд на пішохода;порушення правил проїзду пішохідних переходів;2;49.871424;24.053482;1;1;0;0;0;2022;9;3;11;Львів;Наїзд на пішохода;Порушення проїзду переходів
четвер;Залізничний;Городоцька;наїзд на пішохода - на нерегульованому пішохідному переході;неочікуваний вихід на проїзну частину;3;49.838193;24.006972;1;0;2;0;0;2022;9;3;20;Львів;Наїзд на пішохода;Інше
четвер;Залізничний;Городоцька;наїзд на пішохода - пішохід на зупинці громадського транспорту;порушення правил маневрування;2;49.830682;23.968922;1;0;1;0;0;2022;10;3;21;Львів;Наїзд на пішохода;Порушення маневрування
середа;Личаківський;"Бобанича Т. ""Хаммера""";зіткнення бокове;порушення правил маневрування;1;49.842667;24.040843;0;0;1;0;0;2022;10;2;17;Львів;Зіткнення автомобілів;Порушення маневрування
п'ятниця;Галицький;Героїв Майдану;наїзд на транспортний засіб, що стоїть - по ходу руху;перевищення безпечної швидкості, недодержання дистанції;2;49.82899;24.01843;1;0;1;0;0;2022;9;4;23;Львів;Інше;Перевищення швидкості
вівторок;Сихівський;Зелена;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.814177;24.059994;1;0;1;0;0;2022;9;1;20;Львів;Наїзд на пішохода;Порушення проїзду переходів
вівторок;Шевченківський;Струмок;зіткнення бокове;порушення правил проїзду перехресть;4;49.858457;24.014933;2;0;2;0;0;2022;9;1;12;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
середа;Личаківський;Митна, пл.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів, перевищення безпечної швидкості;2;49.83974;24.036246;1;0;1;0;0;2022;9;2;7;Львів;Наїзд на пішохода;Перевищення швидкості
п'ятниця;Франківський;Стрийська;зіткнення бокове;порушення правил проїзду пішохідних переходів;2;49.803036;24.018233;1;0;1;0;0;2022;9;4;20;Львів;Зіткнення автомобілів;Порушення проїзду переходів
п'ятниця;Личаківський;Пасічна;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил проїзду пішохідних переходів;3;49.828782;24.070358;1;0;1;1;0;2022;9;4;14;Львів;Наїзд на пішохода;Порушення проїзду переходів
неділя;Личаківський;Кармалюка У.;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;49.83966;24.04852;1;0;1;0;0;2022;9;6;13;Львів;Наїзд на велосипедиста;Порушення маневрування
вівторок;Франківський;Кульпарківська;наїзд на дорожне огородження;керування транспортним засобом у нетверезому стані, перевищення безпечної швидкості, недодержання дистанції;1;49.801226;23.980338;0;0;1;0;0;2022;10;1;12;Львів;Наїзд на перешкоду;Перевищення швидкості
п'ятниця;Галицький;Хмельницького Б.;наїзд на пішохода - пішохід рухався у попутному напрямку;неочікуваний вихід на проїзну частину;2;49.845541;24.029202;1;0;0;1;0;2022;9;4;20;Львів;Наїзд на пішохода;Інше
неділя;Галицький;Городоцька;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;перехід у невстановленому місці, неочікуваний вихід на проїзну частину;2;49.838;24.006554;1;1;0;0;0;2022;9;6;22;Львів;Наїзд на пішохода;Інше
середа;Залізничний;Городоцька;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.838138;24.006731;1;0;1;0;0;2022;10;2;15;Львів;Наїзд на пішохода;Порушення маневрування
неділя;Залізничний;Суботівська;зіткнення бокове;порушення правил проїзду перехресть;2;49.844974;23.966557;0;0;2;0;0;2022;9;6;16;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
середа;Личаківський;Руставелі Ш.;падіння пасажира;порушення правил маневрування;2;49.834263;24.035538;1;0;0;1;0;2022;10;2;10;Львів;Падіння пасажира;Порушення маневрування
понеділок;Залізничний;Городоцька;наїзд на транспортний засіб, що стоїть - по ходу руху;порушення правил маневрування, керування транспортним засобом у нетверезому стані;2;49.822681;23.917183;1;0;1;0;0;2022;10;0;17;Львів;Інше;Порушення маневрування
понеділок;Залізничний;Кульпарківська;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;49.812159;23.982543;1;0;1;0;0;2022;10;0;10;Львів;Наїзд на пішохода;Порушення маневрування
четвер;Галицький;Саксаганського П.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.833782;24.033794;1;0;1;0;0;2022;10;3;13;Львів;Наїзд на пішохода;Порушення проїзду переходів
середа;Личаківський;Хмельницького Б.;наїзд на пішохода - на регульованому пішохідному переході;порушення правил маневрування;2;49.873412;24.060327;1;0;1;0;0;2022;9;2;21;Львів;Наїзд на пішохода;Порушення маневрування
субота;Шевченківський;Промислова;зіткнення бокове;порушення правил маневрування;3;49.864882;24.045902;2;0;1;0;0;2022;10;5;17;Львів;Зіткнення автомобілів;Порушення маневрування
четвер;Сихівський;Коломийська;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.787332;24.064275;1;0;1;0;0;2022;10;3;8;Львів;Наїзд на пішохода;Порушення проїзду переходів
середа;Сихівський;Угорська;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.811068;24.043665;1;0;1;0;0;2022;10;2;14;Львів;Наїзд на пішохода;Порушення маневрування
понеділок;Личаківський;Руставелі Ш.;наїзд на велосипедиста - велосипедист рухався у зустрічному напрямку;порушення правил проїзду перехресть;2;49.832045;24.034857;1;0;0;1;0;2022;10;0;23;Львів;Наїзд на велосипедиста;Порушення проїзду перехресть
четвер;Шевченківський;Хмельницького Б.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.853238;24.035822;1;0;1;0;0;2022;10;3;17;Львів;Наїзд на пішохода;Порушення маневрування
середа;Залізничний;Кульпарківська;падіння пасажира;порушення правил маневрування;2;49.81679;23.986233;1;0;0;1;0;2022;10;2;17;Львів;Падіння пасажира;Порушення маневрування
неділя;Галицький;Гуцульська;зіткнення бокове;недодержання дистанції;3;49.844483;24.038671;2;0;1;0;0;2022;10;6;14;Львів;Зіткнення автомобілів;Недотримання дистанції
четвер;Личаківський;Богданівська;зіткнення бокове;перевищення безпечної швидкості;2;49.853369;24.077836;0;0;2;0;0;2022;10;3;14;Львів;Зіткнення автомобілів;Перевищення швидкості
середа;Франківський;Городоцька;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил проїзду перехресть;2;49.833177;23.982661;1;0;1;0;0;2022;10;2;13;Львів;Наїзд на велосипедиста;Порушення проїзду перехресть
неділя;Шевченківський;Панча П.;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;49.861358;24.012396;1;0;1;0;0;2022;9;6;17;Львів;Наїзд на пішохода;Порушення проїзду переходів
субота;Франківський;Княгині Ольги;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил маневрування;2;49.826796;24.010422;1;0;1;0;0;2022;10;5;18;Львів;Наїзд на пішохода;Порушення маневрування
неділя;Шевченківський;Чорновола В., просп.;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду перехресть, порушення правил проїзду пішохідних переходів;2;49.856171;24.021805;1;0;0;1;0;2022;9;6;20;Львів;Наїзд на пішохода;Порушення проїзду перехресть
понеділок;Галицький;Чорновола В., просп.;падіння пасажира;порушення правил маневрування;2;49.845393;24.025286;1;0;1;0;0;2022;9;0;10;Львів;Падіння пасажира;Порушення маневрування
субота;Шевченківський;Тунельна;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.86326;24.005191;1;0;1;0;0;2022;10;5;18;Львів;Наїзд на пішохода;Порушення проїзду переходів
п'ятниця;Франківський;Рубчака І.;наїзд на велосипедиста - поза межами велосипедної доріжки;порушення правил маневрування;2;49.805616;24.016714;1;0;1;0;0;2022;10;4;16;Львів;Наїзд на велосипедиста;Порушення маневрування
понеділок;Франківський;Кульпарківська;зіткнення бокове;порушення правил проїзду перехресть;2;49.82547;23.989597;1;0;1;0;0;2022;10;0;9;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
понеділок;Залізничний;Шептицького А.;зіткнення бокове;порушення правил проїзду перехресть;9;49.833035;23.886616;1;0;5;3;0;2022;9;0;16;Передмістя;Зіткнення автомобілів;Порушення проїзду перехресть
неділя;Залізничний;Городоцька;зіткнення бокове;порушення правил маневрування;2;49.821338;23.921995;1;0;1;0;0;2022;10;6;18;Львів;Зіткнення автомобілів;Порушення маневрування
четвер;Залізничний;Любінська;зіткнення бокове;порушення правил проїзду перехресть;3;49.824107;23.977312;1;0;2;0;0;2022;10;3;12;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
понеділок;Личаківський;Медової Печери;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.822619;24.089193;1;0;0;1;0;2022;10;0;10;Львів;Наїзд на пішохода;Порушення маневрування
вівторок;Залізничний;Левандівська;наїзд на пішохода - на нерегульованому пішохідному переході;перевищення безпечної швидкості, порушення правил проїзду пішохідних переходів;2;49.844621;23.984195;1;0;0;1;0;2022;10;1;7;Львів;Наїзд на пішохода;Перевищення швидкості
середа;Сихівський;Литвиненка С.;падіння пасажира;перевищення безпечної швидкості;2;49.813664;24.041943;1;0;1;0;0;2022;10;2;15;Львів;Падіння пасажира;Перевищення швидкості
вівторок;Франківський;Наукова;зіткнення бокове;порушення правил маневрування;3;49.803529;24.002441;2;0;1;0;0;2022;10;1;17;Львів;Зіткнення автомобілів;Порушення маневрування
субота;Франківський;Кульпарківська;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості, недодержання дистанції;2;49.811086;23.983444;1;0;1;0;0;2022;10;5;14;Львів;Наїзд на пішохода;Перевищення швидкості
